_key,username,location,postcount,likes,post,gender,identity,marriage,region,risk_appetite,education,revenue,deposit,debt,intended_products,label
101,93D,,61,749,"['关心', '错误', '指标', '人', '气候变化', '产生', '影响', '公司', '制造', '举措', '认为', '考虑', '污染', '贡献', '参考', '使用', '差异', '救主', '复杂', '带回', '懦夫', '鸡肉', '真的', '走', '卷起', '好', '地方', '似乎', '业务', '制造业', '理解', '相当', '差', '简单', '垃圾', '已经', '生产', '产品', '原材料', '输入', '愚蠢', '删除', '推文', '增加', '能力', '游戏', '类型', '该死', '最', '事情', '口袋', '宣传', '家伙']",,,,,,,,,,,
102,D31,,12,0,['邀请'],,,,,,,,,,,
103,7B8,Riyadh,7,0,"['天花板', '最大', '照片', '爱']",,,,,,,,,,,
104,41F,,4,0,"['娘家', '姓', '居住', '来自', '相信', '检查', '视频', '小', '犀牛', '战争', '项目', '希望', '收藏']",,,,,,,,,,,
105,f48,,11,0,"['男人', '足够', '承认', '错误', '聪明', '获利', '强大', '优美', '年轻人', '要求', '屁股', '答复', '回复', '键', '听到', '狗', '顶峰']",,,,,,,,,,,
106,3b5,Somewhere in this world,364,10,"['看到', '原来', '学习', '时', '帮助', '长', '人', '确定', '应该', '更新', '无用', '发给', '门票', '删除', '存在', '问题', '已', '下载', '越狱', '时间', '网格', '超载', '应用程序', '重要', '爱', '工作', '内心', '听说']",,,,,,,,,,,
107,64e,world,2303,583,"['浅薄', '罪', '迹象', '浅滩', '表明', '生活', '根本', '标志', '穿着', '力量', '世界', '一流', '目的地', '压缩', '架构', '博物馆', '辉煌', '厨师', '酿造', '场景', '地方', '找到', '最', '愉快', '人', '旅行者', '最好', '风', '停止', '支付', '服务', '回复', '澄清', '喜欢', '坐在', '坐下', '早餐', '住宅', '邻近', '酒店', '网站', '有限', '可用', '食品', '仅限', '旅途', '酒吧', '供应', '驾驶', '电气', '保护环境']",,,,,,,,,,,
108,314,,2,0,[],,,,,,,,,,,
109,8fe,,73,9,"['大学', '研究', '创新', '团队', '展示', '音高', '比赛', '人', '特别', '恭喜', '朋友', '投资', '订单', '伴侣', '学到', '老师', '女儿', '夫人', '感到', '骄傲', '幸运', '能够', '参加', '庆祝', '活动', '赛事', '获得', '成就', '激烈', '创始人', '介绍', '推文', '长', '综合', '阅读', '速度', '底线', '更好', '决定', '途径', '旅行', '最', '接近', '事情', '说', '时间', '很酷', '帮助', '伟大', '复制', '真的', '触及', '合作', '加入', '晚会', '公司', '音乐', '事件', '主教练']",,,,,,,,,,,
110,d3d,,13,0,"['死', '回复', '答复', '简单', '消息', '删除', '状态', '应用', '测试', '使用']",,,,,,,,,,,
111,815,,1,0,[],,,,,,,,,,,
112,b7e,,2,10,[],,,,,,,,,,,
113,FC8,,180,0,"['减肥', '变弱', '试图', '改革', '锻炼', '有助于', '有没有', '真正', '利益', '发出', '射击', '过度', '活跃', '知道', '是否', '只', '咬咬', '最', '满意', '策略', '金鱼', '食物', '力量', '训练', '应该', '举', '重量', '燃烧', '脂肪', '火鸡']",,,,,,,,,,,
114,B79,"Temple, TX",1717,12551,"['一直', '客户', '实现', '忠诚', '意味着', '存在', '帮助', '有没有', '赢得', '礼品', '卡', '带走', '来自', '蹩脚', '服务', '担任', '名单', '消失', '说', '兑换', '观看', '风', '已经', '疯狂', '发生', '厨房', '恐怖', '景象', '好', '残疾', '姻亲', '权力', '水', '电力公司', '羞辱', '公司', '人们', '放置', '企业', '终于', '免费', '提供', '糟糕', '互联网', '客户服务', '离开', '雪']",,,,,,,,,,,
115,69b,,1,0,[],,,,,,,,,,,
116,47a,puerto cabello,11,0,"['留在', '妈妈', '赚取', '小时', '工作', '了解', '赚', '收入', '阅读', '看看', '篇文章', '失业', '点击', '率约', '天使', '已经', '发生', '选举', '迟到', '嘉年华', '了让', '希望', '良好', '港口', '头发']",,,,,,,,,,,
117,D3A,"Querétaro, Mexico",8214,2528,"['摘要', '广告牌', '应用程序', '网站', '小时', '等待', '电话', '最好', '乐趣', '饱和', '蜘蛛', '男士', '买', '门票', '电影院', '恐怖电影', '制造', '很棒', '级别', '牧师', '死亡', '交谈', '死灵', '法术', '期待', '呼叫', '永远', '变得', '容易', '打开', '秘密', '书', '知道', '期望']",,,,,,,,,,,
118,804,Richmond VA,13,0,"['测试', '笔记', '肯定', '言论', '纪念', '推文', '似乎', '适合', '纪念日', '方式', '知道', '手背', '艺术', '娱乐', '行业', '工作', '想', '说话', '详细信息', '露天', '农民', '市场', '计划', '伙伴关系', '有助于', '促进', '旅游', '购物中心', '开放', '热线', '特', '粉丝', '铸造', '电话', '清洁', '拖车', '关注', '活动', '受益', '儿童', '医疗', '中心', '首放', '犹太人', '骆驼', '寻找', '人', '生活', '商业', '发展', '销售', '营销', '拥有', '背景']",,,,,,,,,,,
119,e42,,3,0,[],,,,,,,,,,,
120,6E4,"الرياض, المملكة العربية السعودية",46819,2917,"['悲伤', '灵感', '手', '回忆', '告诉', '时间', '衰变', '说', '迷失', '外阴', '开放', '存根', '哄骗', '知识分子', '写下', '故事', '团结', '知道', '成为', '梦想', '错过', '钱', '相同', '差异', '使用', '主人', '继续', '听', '名字', '上帝', '无知', '厕所', '尊重', '死去', '我会', '制作', '方式', '结婚', '感情', '减慢', '强迫', '样子', '宇宙', '眼泪', '泪滴', '愿', '真主', '揭示', '狭隘', '愤怒', '有点', '位置', '朋友', '敌人', '睫毛', '奴隶', '友好', '占据', '沉默', '头部', '密码', '成员', '列表', '标记', '论坛', '读取', '线程', '工具', '发布', '规则', '新', '回复', '附件', '无法', '编辑', '帖子', '感觉', '笑', '提到', '伤心', '事实', '施加', '骨骼', '足够', '了解', '脸', '背']",,,,,,,,,,,
121,33c,,1,0,[],,,,,,,,,,,
122,Ab8,,14,0,"['遵循', '球', '发给', '文字', '扬声器', '静止']",,,,,,,,,,,
123,15a,"Verspreide huizen Epse, Lochem",1198,10,"['国际', '男人', '表演', '女性', '抗', '机', '尚未', '糟糕', '消费', '建议', '灵感', '绿色', '企业家', '做到', '耐用', '节约能源', '无法', '轻松', '使', '容易', '汽车', '舀出', '已知', '骑', '自行车', '位置', '房子', '选择', '找到']",,,,,,,,,,,
124,901,Santiago Centro,160,0,"['说话', '聊天', '强大', '规定', '穷人', '留下', '寿司', '听', '世界', '最', '有趣', '歌曲', '新', '似乎', '坠入', '推', '特', '停止', '到达', '节奏', '烹饪', '壁球', '战斗', '传递', '风暴', '观看', '润滑脂', '视频', '电脑', '看到', '更多', '尴尬', '专辑', '结束', '放在', '房间', '鱼', '做饭']",,,,,,,,,,,
125,cd2,,1,0,"['很快', '信息']",,,,,,,,,,,
126,570,"Williamsport, PA",31,0,"['要求', '重置', '密码', '剪掉', '过山车', '奶奶', '照片', '展会', '打开', '邀请', '艺术', '视频', '瘦', '难', '雕刻']",,,,,,,,,,,
127,5ea,,16,0,"['需要', '赚钱', '建议', '工作', '犹豫', '公司', '赚', '小时', '使用', '高', '达', '钱']",,,,,,,,,,,
128,B25,,5,0,"['测试', '锦刀', '工作']",,,,,,,,,,,
129,90a,,2,0,['个人电脑'],,,,,,,,,,,
130,A94,,2,0,[],,,,,,,,,,,
131,Dea,"La Guaira, Venezuela",1187,723,"['想', '成为', '经济', '生活', '保护', '市场', '满足', '需求', '钱', '搬家', '世界', '分心', '旋风', '囤积', '注意力', '柔软', '液体', '稀释', '碎片', '灰色', '记得', '时代', '虔诚', '深刻', '抗拒', '抵抗', '必要', '时间', '直到', '拧', '入', '希望', '恢复', '力量', '看看', '便心', '尝试', '需要', '多长时间', '变换', '大屠杀', '历史', '恐怖', '腭', '机身', '订单', '税款', '价值', '陌生', '溢出', '识别', '控制', '家', '劳动', '工作', '信仰', '关节', '灵魂', '梦想', '相信', '一直', '主人', '身体', '疏远', '悲惨', '石人']",,,,,,,,,,,
132,694,"Oslo, Norway",1,0,"['战争贩子', '穆斯林', '反对', '战争', '鼓', '油价', '预计', '飙升', '雅虎']",,,,,,,,,,,
133,8d6,,3,0,"['短袜', '觉得', '喜欢', '帝国']",,,,,,,,,,,
134,F03,,3,0,"['刚刚', '工作', '小时', '梦想']",,,,,,,,,,,
135,ccc,,839,0,"['活动', '呼叫', '先驱', '票证', '预设', '再次', '无处', '远程', '混沌', '体验', '不幸', '大会', '记录', '灯', '艺术', '状态', '天使', '电话']",,,,,,,,,,,
136,6F9,"Bilbao, España",5447,4278,"['同样', '跟随', '兄弟', '想要', '标志', '知道', '太多推特', '杀死', '想', '我会', '做', '脱离', '关注', '保持', '人']",,,,,,,,,,,
137,332,"south wales, uk",410,14,"['运行', '思想', '教育', '神话', '学校', '团队', '刚刚', '女孩', '指导', '完成', '急救', '课程', '说', '搬', '球队', '很棒', '访谈', '全部', '看到', '报告', '社交', '偏移', '芸苔', '属', '笼子', '使用', '旧', '绿房', '赛跑者', '豆类', '甜玉米', '土豆', '列表', '爱', '认为', '已经', '种植', '错误', '命名', '部分']",,,,,,,,,,,
138,8C2,,2732,344,"['身体', '好', '请', '慢慢', '休息', '觉得', '忙', '成为', '最', '喜欢', '先生', '美妙', '事情', '继续', '支持', '情感', '命名', '能够', '作品', '了解', '抱歉', '我会', '杯子', '制作', '可可', '阅读', '新', '问题', '考虑', '仔细阅读', '无法', '阻止', '准备', '页面', '时间', '给予', '说', '似乎', '推', '特的', '注册', '通知', '消失', '更好', '指尖', '类似', '激动', '回答', '期待', '成功', '推荐', '书', '告诉', '进程', '喷雾', '眼镜', '镜头', '想', '买', '知道', '是否', '音高', '担心', '测试', '美味', '适合', '鲑鱼', '掌握', '知识']",,,,,,,,,,,
139,ea5,rio,752,64573,"['可怜', '主题', '投', '生活', '学习', '说', '举行', '展开', '相反', '想', '面对', '团队', '信心', '赢得', '胜利', '美好时光', '绝望', '带来', '测试', '乘以', '量', '逐步', '降低', '根本', '绝缘', '需求', '结束', '政治', '社会', '头', '舌头', '矩阵', '给出', '错误', '有罪', '不罚', '遗址']",,,,,,,,,,,
140,0d1,,145,1119,"['祝', '好运', '先生', '买', '服务', '请问', '和谐', '生活', '结束', '期待', '喜欢', '猪', '游戏']",,,,,,,,,,,
141,521,,1,0,"['缺乏', '兴趣']",,,,,,,,,,,
142,5f3,Guayaquil,1,0,"['好', '能够', '继续', '克服']",,,,,,,,,,,
143,b9c,,13,0,"['请', '立即', '加份', '文化', '代言人', '相簿', '上传', '试做', '可获', '半价', '优惠', '单色', '闪粉', '法式', '指甲', '手脚', '平面', '彩绘', '闪石', '任贴', '立体', '雕花', '贴手', '诗韵', '医学美容', '中心']",,,,,,,,,,,
144,440,,1,0,[],,,,,,,,,,,
145,571,,3,1,"['龙', '巢穴', '电子', '艺术', '只', '需', '设置', '应用程序', '免费', '电话', '电话号码']",,,,,,,,,,,
146,214,,1,0,[],,,,,,,,,,,
147,E40,707 Vallejo Ca. Bay Area ,38050,12708,"['人', '退休', '用做', '砂砾', '退出', '喧嚣', '永远', '停顿', '推出', '汤匙', '食品', '公司', '发射', '美食', '肉牌', '宣布', '勺子', '肉', '品牌', '新', '带有', '香肠', '饼', '食品行业', '商业', '交易', '爱情', '享受', '发言', '建立', '食物', '帝国', '支持', '男孩', '业务', '点击', '链接', '订购', '充满', '终身', '梦想', '线', '制作']",,,,,,,,,,,
148,58b,,1,0,"['家庭', '再次']",,,,,,,,,,,
149,6B9,رأس الخيمة,26,470,"['接近', '恋人', '家人', '爱', '真正', '男人', '女孩', '好玩', '艾', '爵士', '巨大', '精神', '图片', '男性', '形象', '刻有', '保持', '秘密', '内心', '良知', '隐藏', '权利', '证人', '上帝', '问题', '伸展', '手掌', '差异', '送', '永远', '值得', '人', '知道', '受益', '可爱']",,,,,,,,,,,
150,02c,بيتنا🙄,2874,159,"['心', '说', '爱', '也许', '声音', '听力', '远离', '距离', '结算', '陪伴', '了解', '幸福', '基础', '享受', '良好', '祈祷', '缺席', '上帝保佑', '上帝', '阁下', '笑', '计算', '返回', '人']",,,,,,,,,,,
151,756,,1,0,"['担任', '作家']",,,,,,,,,,,
152,089,,1,152,"['希望', '年龄', '情况', '爱', '裁决', '剥夺']",,,,,,,,,,,
153,03a,,397,372,"['真主', '罪', '心灵', '拉', '提醒', '儿子', '罪孽', '天空', '了解', '个性', '人们', '组合', '完整', '关系', '喜欢', '人', '无法', '柜台', '欢迎', '比赛', '寒冷', '时刻', '讲述', '急性', '真理', '恶棍', '危急', '披露', '试图', '事情', '放在', '怀疑', '预期', '拍打', '上帝', '安排', '心', '土地', '随机', '读', '话', '说', '希望', '愿意', '地球', '所有人', '阻止', '回答', '同样', '糟糕', '照片', '尝试', '放心', '担心', '感觉']",,,,,,,,,,,
154,E61,JAPAN,22444,6091,"['生活', '步伐', '回来', '移民', '情况', '藤', '写入', '知道', '高历', '写作', '含义', '提', '笔记本电脑', '测试', '也许', '智能手机', '使用', '活动', '显', '更新', '列表']",,,,,,,,,,,
155,b1b,,1,0,"['获取', '登录', '工作']",,,,,,,,,,,
156,Da2,,1,0,['关注'],,,,,,,,,,,
157,2D6,,2079,20,"['杀死', '无尽', '自然', '物种', '环境', '选择', '认为', '知道', '应该', '意思', '错误', '聚会', '蠕动', '独立', '领导', '情报', '成员', '承诺', '妄想', '思维', '人', '谈论', '诚实', '大麻', '破坏性', '少', '喝酒', '药用', '元素', '增加', '社区', '确定', '是否', '适用', '狗', '共和党人', '只', '责怪', '做', '事情', '同意', '听', '无能', '躺', '好', '先生', '州', '尴尬', '制作', '纸张', '自由', '进行', '称重', '影响', '社会', '刺', '想要']",,,,,,,,,,,
158,35c,,8,27,"['请', '停止', '电子', '废物', '阻挡', '人行道', '狗屎', '放在', '垃圾箱', '希望', '卡车', '找到', '朋克', '婊子', '一直']",,,,,,,,,,,
159,819,JPN.,5262,1460,"['父亲', '压抑', '骨折', '住院', '出院', '决定', '进入', '家庭', '难以', '休息', '缓解', '治疗', '前列腺', '肥大', '工作', '正常', '划分', '公众', '私人', '官方', '我会', '先生', '太', '热', '真的', '退出', '分支', '还好', '公民', '商务', '寄售', '费', '窗户', '员工', '资源', '注册', '包', '人员', '市政厅', '业务', '外包', '进展', '促进', '成员', '成为', '议会', '总理', '贵妇人', '听到', '网站', '原始', '声音', '认为', '医疗机构', '空闲', '时间', '看到', '天空', '专业', '名称', '拍摄', '医务人员', '握手', '照片', '医院', '事', '政治', '用途', '玩具', '蓝色', '冲动', '航空公司', '执政党', '很棒']",,,,,,,,,,,
160,b46,,13,27,"['卖家', '错过', '粉', '上帝', '带给', '插头', '已经', '死', '黑手党', '破碎', '世界', '人', '献上', '询问', '成功', '促进', '事物', '释放', '担忧', '只能', '享受', '最好', '带来', '忘记', '继续']",,,,,,,,,,,
161,A2C,shibuya tokyo japan,522,24,"['移动', '放弃', '传单', '想要', '人', '吃', '想', '利用', '很好', '交易', '客户经理', '太', '粪便', '更新', '卡', '到期', '添加', '信息', '输入', '选项', '有效期', '截止', '新', '注册', '合同', '测试', '看看', '拥有', '课程', '至少', '同一时间', '打印', '报纸', '是否', '高', '准确性', '创建', '世界', '部分', '机器', '已', '下降', '收到', '睡眠', '用户', '提供者', '简称', '奶油']",,,,,,,,,,,
162,ca6,,2,0,"['退出', '跟随']",,,,,,,,,,,
163,E82,,53,15,"['运河', '喜欢', '谈话', '走路', '球员', '保留', '爆米花', '城', '大量', '妻子', '毛皮', '靴子', '妈妈', '游戏', '缺乏']",,,,,,,,,,,
164,5D3,San Juan de Pasto,18,19,"['绿色', '酒吧', '爆发', '良好', '能量', '直到', '上传', '照片', '致敬', '排练', '铺有', '电机', '展出', '歌曲', '房间', '听', '响亮', '强大', '邻居', '警察', '发送给', '房子', '新', '视频', '等待', '评论', '检查', '水位', '旧', '对待', '演唱会', '立体声', '韧性', '敏感性', '世界', '缺少', '优秀', '推文', '很快', '链接', '测试']",,,,,,,,,,,
165,915,beijing,7,0,"['不错', '吃', '回家', '开心', '互联网', '数据', '不应', '拿到', '计算', '想到', '思维', '想']",,,,,,,,,,,
