username,location,postcount,likes,post
371,,24,0,"['没赶上高铁,还好还有统联可以回台中!我想高铁没行驶的时间就是巴士载客最好的时间啰。', '同学华航班机DELAY5个多小时,我安检顺利通过!候机中,预计11点抵达香港,如果没车进深圳,就夜宿香港!Good bye India~', '天呀!德里的爆炸真是吓到我了!四十五分钟内五个爆点,两个在我们买书的康诺特广场附近,真的有吓到!难怪印度每个景点都处处安检严格!', '天呀!刚刚德里地铁发生暴炸,还好当时还在书局买书,不然我们也就会在地铁站里了!有够吓人的爆炸声!', '印度行早上三个景点,都让我感到反推!最后一晚,逛逛唱片行&书局,发觉印度的原文书比台湾便宜勒~琦买了一张CD,我买了几本书!', '历经将近六小时的巴士路程终于从Agra返回到德里,最后两晚入住高级饭店,终于可以直接坐直接躺,晚上市集购物,明天继续德里未完成!', '正坐在泰姬玛哈陵里,真的很美~慢慢欣赏,慢慢发呆!', '今日完成搭乘无法辨别往哪里去的长途巴士由Agra前往Fatehpur Sikri,一切都靠excuse me.....again&again', '顺利抵达阿格拉,火车延误一个小时四十五分,check in Hotel Taj Plaza,稍做休息!', 't,看不懂车厢差别,幸好终究还是顺利上车了!卧铺也还算舒适,下个难题:怎么知道到站了?', '天呀!印度国铁真是搞得我神经紧张,人山人海的车站&月台(8个)!网路订票真的不用再换票?找不到Reservatinn name lis']"
CB2,"Chicago, IL",17459,3620,"['@ Itsthewealth4me你好，我很遗憾听到这个，很乐意为你看待这个。你能用订单信息dm吗？谢谢 - 市场', '@presidentdyke嗨，我们很抱歉你的订单没有发货。请DM您的订单号，我们很乐意进一步调查。-Maria.', '@lindseeeb嗨lindsey，我很抱歉，样本没有发货。我们也经历了样品的延迟。你会把你的订单号DM为样本，我们很乐意进一步调查这一点。谢谢！-Maria.', '@anabel_villeroy @karamanndesign嗨anabel！谢谢您的答复。我们将跟进我们的I.T团队，并建议客户仍然遇到在线错误。谢谢！-Sarinthia.', '@anabel_villeroy @karamanndesign你好！现金明星正在上涨。谢谢！ - 鲁西', '@anabel_villeroy @karamanndesign你好，我们的团队知道这个问题并正在努力。谢谢！ -  Dulce', '@anabel_villeroy @karamanndesign谢谢Anabel，我们希望很快得到解决。谢谢！ -  Dulce', '@anabel_villeroy @karamanndesign嗨anabel，谢谢你与我们分享这个。团队知道，我们正在努力工作尽快解决这一问题。谢谢你的耐心！ -  Dulce', '@therichauntea你好。我很遗憾听到延迟订单。请与您的订单号DM DM，我们很乐意进一步调查您。-cassie.', '@therichauntea @axelditlev嗨！对于您所经历的延误，我们深表歉意。我们正在经历前所未有的延误，由供应链问题，原材料和织物延误，甚至集装箱短缺造成的。DM我们的订单信息，我们会为您调查这一点。谢谢你。-Sarinthia.', '@axelditlev嗨！对于您所经历的延误，我们深表歉意。我们正在经历前所未有的延误，由供应链问题，原材料和织物延误，甚至集装箱短缺造成的。DM我们的订单信息，我们会为您调查这一点。谢谢你。-Sarinthia.']"
4E5,,2,0,['Hahalsils.']
C9E,,3,0,"['dats hi hi knmu u mamum becahh bechdddogdhgdhgdhgghggdhogs hgsvg sg snh', 'VKVHV.\n火\nChihifushapophhe.\n\nD.\nV.\nDV.\n\nV.\nV.\n\n颜色\nvsff.\nSHF.\nshvljvinvyuz.zhkgfsgsgscgfsmfstitnxfaxfixfigasgxfixgigasugzhsfsvgdfkhevchsdhhdvfgnuju', '有性行为']"
bdb,Barcelona,12346,3,"['早上好！今天，您感觉早餐更好，感谢@Teads_ES和#Rosconteads。非常感谢你圣诞快乐！', '我们所有的网站都更新到#wordpress的4.1版', '今天我们早餐@Teads_ES多么富有！拥抱整个团队', '由于Google DFP的问题，我们在所有出版物中都有禁用广告，以避免延误。享受！', '从昨天开始，我们已经改变了所有推特出版物的形象，具有更现代化和当前的设计。我们希望您能喜欢！', '今天我们在墨西哥的汽车门户网站推出@highmotormx', '...在@Elbloginfantil和@doblemoda使用您的平板电脑，您将享受更多（2/2）', '今天我们的Premiere Tables版本在我们的5个出版物中：@Lacosarosa @Teelocura @ 1匹配米利亚（1/2）', '那太棒了！@Twitter不会让我们配置读/写应用程序，因为我们没有配置的手机，但在西班牙，您不能', '我们的孩子博客@Elbloginfantil与@Sonrisasphb合作', '今天我们已经收到了一个油瓶@aveitedecality（\nRafael Salgado）@addoor的温柔。谢谢！']"
223,,1,4518,['大欺骗！']
4d9,,1,0,['み']
A65,,1,0,['一种']
95D,"Recife, Pernambuco",114,1130,"['@brian_kj @ cavicchio93 mano，当keno到达Palmeiras Grabriel J. n更遍布Palmeira，他于2017年抵达，他于2018年中旬销售了1000万美元', '@Fililedidi不幸的是，肯诺已经32岁了，如果我和他的23日，26岁，打球的球队播放了最后一次/当前的赛季肯定是在选择的雷达上！', '@ samuelcesar90 @yurimarcal面对你不能忘记Arana !!', '@Lucao010 des从圣克鲁斯的时间开始！', '@ninezqw des do santa cruz !!', '@ Joaocesar06面对圣十字架keno的时间已经成为目标', '@Estatiquinho这个问题已经是冠军是相对的，是冠军集团的一部分，扮演巴西游戏，一直是一个重要的球员，与Dudu包分享主角，被从冠军中间出售。', '来自圣克鲁斯时代的@vtrblock carrasco des', '@guilopesf keno n esteva在2016年的标题中没有Palmeiras，才抵达2017年', '是keno galo的偶像吗？回答支持者', '听着人们说Keno n是一个决定性的球员，仍然在Palmeiras的时候，但这不仅仅是在圣克鲁斯仍然在圣克鲁斯的胜利，并且已经标记在CN的尽头，并且已经在CN的尽头，并且最重要的是标题的目标，祝贺keno']"
108,"New York, NY",47407,9068,"['@toastedecline @prototypecube @docsquiddy我做了!!哈哈\n\n虽然也是，真的，它只是一个小小的sidequest', '@austin_walker考虑您拥有的东西，您可以使用升级，但是您一直在拖延升级它们，也许有助于优先考虑更大的事情。总之，上次圣诞节我收到了我的第一个漂亮的睡衣 - 我现在穿着它们！', '@gaerma @romero只是想继续记录，说明这绝对不是我的错！', '@fontbane hmmmmmmmmmmmmmmmmmmmmmm如果你读完我的所有推文哈哈', '@raiganburns我会承认某事：我实际上并不喜欢它，外面作为思想实验和频繁的设计讨论榜实例大声笑', '@raiganburns @romero还可以完美清除武器的功能完全相同，除了颜色编码。好吧，无论如何，', '@raiganburns @romero是关于“强迫”你在另一个武器中使用一种武器。它只建议它哈哈\n\n你没有玩过它吗？', '@raiganburns @romero它可以！', '@ tr2_ghosts @romero哦，我刚刚回答了其他地方大声笑', '@mal_mckie @romero究竟。我是那个不喜欢Mega Man的人，尽管我必须尊重其役摊牌承诺', '@a_rad_skull @romero伸展一些超出问题的界限，尽管我将再次继续记录，因为它需要多次：我没有喜欢锁定和关键情况，不涉及文字键。超级索引一扇门通过陨铁来达到90％是大脑中的疯狂时刻']"
237,"Tel-Aviv, Israel",59,0,"['需要杀人的工人：1', '斑点：人力资源批评。', '竞标：将公司的所有窗口替换为纸箱。它也更绿！', '（@dudube xor @ 237）≠0和{α|α在@ 237和α= @ dudube}≠0', '@Fireaphis？RT @ leylevy是237 == dudube？', '＆lt;＆lt;＆lt;需要合并＆gt;＆gt;＆gt;', '记住 ！q = VC.', '截止现在', '嘿@yaronkle，很高兴在我们的房间见到你!!', '群众的食物', '哇......']"
f38,,1,0,['哇Havkin  -  Roshangari.Ir：@addthis']
921,tokyo,17842,850,"['请带着诺里海藻浸泡在汤中', '三英尺很可爱', '有很多地震', '请同意该活动！“财政部：”请从“#stop发票”弱小事中利用，并取消了拒绝各种工作和文化的发票制度！“\n\n\n＃发票系统对面', '🥱', '🐢🐢🐢', '🍔🍟☕️', '❄️☃️☃️☃️🐻🎅🐻☃️☃️☃️❄️']"
93D,,61,749,"['@caralhophilly @ theed333 @disclosetv我所说的是你关心的是错误的指标。人均完全无关紧要，因为个人一级，没有一个人对气候变化产生任何影响。它必须是公司制造的举措。', '@caralhophilly @ed333人均@disclosetv认为，考虑到所有污染的71％是100家公司的贡献。从中国和印度的污染自我污染以来，参考人均使用的差异是毫无意义的。', '@nonodadoochris @gifdsports救主复杂', '@panerabread带回你他妈的懦夫的BBQ鸡肉mac', '@Usps我真的必须走到特拉华州吗？晚了2周😂。', '@dominos感谢您卷起的好地方，新年快乐', '@governortomwolf🖕🏻', '@cnnbusiness似乎CNN业务对制造业的理解相当差。简单地垃圾所有已经生产的产品和原材料输入将是愚蠢的。删除此推文。', '@ x7evn @csgo为什么tf他们会增加能力，而不是游戏类型cs是', '@scottlucas该死的是，这是我全年见过的最愚蠢的事情', '@biilionaires不会在CCP的口袋里宣传一个家伙']"
D31,,12,0,"['TW1 OFF.', '印度尼西亚', 'kimbum fau', 'D＆lt; fatkur＆gt;＆lt; hai＆gt;', '@＆lt; fatkur＆gt;＆lt;嗨，你好吗？＆gt;', '邀请Fatkur.', 'FAU FATKUR.', '开始', 'UREGE TW1。', 'TW1号。', 'TW1 ON.']"
7B8,Riyadh,7,0,"['/showthread.php?t=48830▪●在哪里？！↔（（+18））●●▪', '/showthread.php?t=48957及其在我和mental {العدری}之间的天花板..〜', '/showthread.php?p=751401&posted=1##post751401早上..和其他', '/showthread.php?t=48674&page=2〜{انتثإآآریت...', 'owthread.php？p = 19170285＃post19170285\n “最大的照片+ b.g”。', '我爱贾斯汀·比伯']"
41F,,4,0,"['@ stevowat1986嗨史蒂夫，我的娘家姓是watkins！居住在惠灵顿新西兰 - 我们主要来自林肯郡，我相信 -  FYI', '检查这个视频 - 小犀牛战争', 'TE HUREA 1周期的TAONGA项目，希望在8.8.09上检查您的收藏。alf.']"
f48,,11,0,"['大？RT @tifsembiring：一个男人必须足够大，以承认他的错误，足够聪明地从他们那里获利，并且足够强大', '优美', 'oktandyadini', '一个年轻人要求我他妈的他的屁股', '答复', '回复', '@ PRAMBORS102FM ALICIA键FT。Jay-Z Tu谁是纽约。MW听到了（：', '狗', '顶峰', '一种', '开始']"
3b5,Somewhere in this world,364,10,"['@محمدودابإنشاله......我看到了原来......当他学习时', '@محمدوسبيةمنصور......如果是我：b', '@mohammadwehbe yup ...我该如何帮助？', '@mohammadwehbe im从很长一段时间......', '@jaafar_issa人确定你应该！iOS7更新后3GS是无用的！来吧，发给我一个：p', '我的@yanni音乐会#byblos #Lebanon的门票', '@planetbeing我删除了appsync，仍然存在问题： -  /', '＃evasi0n已下载！越狱的时间一些iphone 5; p', '@ Alik0 La2网格2莎超载应用程序！在Palo： -  /但在Tuex重要！但是我爱你', '@ Alik0 Ma32ool Kteer！我爱他，但我工作的内心是什么', '@ Alik0 Meen 2al Hal 7ake？！我听说他是75％']"
64e,world,2303,583,"['“浅薄不是罪的迹象，也不是浅滩，迹象表明你的生活根本没有深处 - 海洋有一个岸边。”', '📷“要浅薄并不是罪的标志，也不是浅滩的迹象表明，在所有的生活中没有深处 - 海洋有一个岸边。”（在泽西岸边）......', '“浅薄不是罪的迹象，也不是浅滩，迹象表明你的生活根本没有深处 - 海洋有一个岸边。”\n\n @ 泽西海岸', '阿黛尔，穿着力量', '“世界一流的目的地......压缩架构，一流博物馆，辉煌的厨师，大规模的酿造场景，一些你会在任何地方找到的一些最令人愉快的人。”\n\n-condédaast旅行者@cntraveler\n\n芝加哥，IL•最好的美国城市|#chi.\n＃多风的城市', '是时候停止支付VPN了', '最好的VPN服务|Wirecutter通过@Wirecuter', '@HyattConcoierge啊，谢谢你的迅速的回复和澄清 - 所以，如果一个人喜欢坐在坐下的早餐，而不是凯悦住宅，而不是在邻近的凯悦地方 - 他们是不是去，但是芝加哥/纳普尔·瓦伦维尔凯悦酒店的早餐？', '@HyattConcierge谢谢 - 根据[IR]酒店网站/页，芝加哥芝加哥/纳普维尔/沃伦维尔目前/仅有：\n\n•有限的服务可用 - 食品服务（仅限旅途），酒吧服务', '@Hyatt是芝加哥芝加哥/纳普维尔/沃伦维尔的凯悦酒店目前供应早餐吗？', '驾驶普锐斯•在#tmobiletuesdays + #searteesstue #eartest#teardday2021  -  @tesla model y电气：保护环境']"
314,,2,0,"['028410270193852110555964462294895493038196442881097566593344612847564823378678316527120190914564856692346034861045432664821339360726024914127372458700660631558817488152092096282925409171536436789259036001133053054882046652138414695194151160', '3.14159265354695998062860790989030348909806086079098041034808908037069509380370607909804103480780903066070890403060607809806066079093420.6648093421086097093421170607980980306607989014806648093803066507801480664809382306648093844460955058446095505844609550582231']"
8fe,,73,9,"['祝贺圭尔大学研究创新团队为期一年一度的Gryphon Laair创新展示＆amp;音高比赛。每个人都赞美＆amp;特别恭喜Lifescanner＆amp;我们体外！#innovation #uoguelph.', '祝贺我的朋友Roberta Bondar在她的投资中作为加拿大订单的伴侣。罗伯塔是我学到的高中老师的女儿，米尔德德·邦德夫人为你们两个感到骄傲......', '幸运的是今晚在弗雷德里克顿＆amp;能够参加@Chinova BioWorks的庆祝活动。大赛事将获得200万美元的成就！恭喜娜塔莎（@ Communitech的激烈创始人）。（thx到莎莉@gettripreeffect是谁介绍了我）', '@salesforcevc @getfunnelcake @markosavic @mdgarratt @michaellitt @kshenster @thecfaktor @kirstinestewart @appexchange @salesforce恭喜Marco！（恭喜Salesforcevc !!）', '第一个推文很长一段时间。在此综合阅读速度，多样性，＆amp;底线@Powernoodle.', '更好地决定和结果的途径......', '@kellyalovell为什么？因为它是旅行最接近的事情！（就像我明天说，时间旅行很酷。）#fierceFounders', 'Powernoodle帮助阿拉斯加州......伟大的可复制结果！', '这真的触及了我。在BMO多年前与Sammy合作。加入我', 'Totrific大西洋加拿大晚会 - 由12家公司的伟大的音乐', '伟大的事件。恭喜主教练，Coaches，Communitech Rev＆amp;killer communitech活动团队！@communitech.']"
d3d,,13,0,"['没死', '@davenolan，现在我正在回复', '这不再是答复', '@Alainravet2这是一个回复', '这是一个简单的消息', '不要删除此状态 - 由fitztwit应用测试使用', '@Alainravet2，第三是为你', '第二', '第一的']"
815,,1,0,['你好！！！']
b7e,,2,10,['@elmichs huhu']
FC8,,180,0,"['减肥会让你变弱吗？', '我是一个夜猫子，谁试图改革。会在晚上锻炼有助于我出去吗？', '有没有真正的利益，发出射击？', '如果我有过度活跃的甲状腺，我怎么知道？', '是否有对每只咬咬的最满意的策略？', '金鱼或cheez-它？', '出了，最后五磅！', 'ancer-alcering食物', '当我力量训练时，我应该举多少重量？', '在开始燃烧脂肪之前，你必须锻炼多久？', '冷冷的火鸡']"
B79,"Temple, TX",1717,12551,"['自2012年以来一直是@Tmobile的客户。今天实现了忠诚意味着什么。', '@tmobilehelp非常感谢您的不存在帮助。', '昨天有没有其他人赢得了一张礼品卡，而不是把它带走了？#tmobilesucks #thanksalot.', '来自@tmobile的另一天蹩脚的服务', '@Tmobilehelp我昨天担任了一个礼品卡#tmobiletuesday，它昨晚从我的名单中消失了。它说我有八天才能兑换......', '@atxwxgirl自从6岁以来一直在龙卷风下观看。风今天已经疯狂了。', '@ebhen @npr发生在我的厨房里。恐怖的景象。', '@statesman好！我残疾的姻亲是没有权力或水，在任何电力公司都羞辱，这些公司在人们面前放置企业', '@ast_spectrum 13年的客户终于免费提供了糟糕的互联网＆amp;糟糕的客户服务🥳', '@evilmopacatx只是因为那是我离开奥斯汀的那一天', '@evilmopacatx她的第一个雪♥']"
